session_id,model_name,language,item_id,trait,keying,raw_output,parsed_score
2,qwen2.5:3b,burmese,27,Agreeableness,+,အချက်အ,
2,qwen2.5:3b,burmese,28,Conscientiousness,-,ကျနေရ,
2,qwen2.5:3b,burmese,29,Neuroticism,+,အကယ်၍ဖ,
2,qwen2.5:3b,burmese,30,Openness,-,လေ့ကျ,
2,qwen2.5:3b,burmese,31,Extraversion,+,အခြေခ,
2,qwen2.5:3b,burmese,32,Agreeableness,-,ဖော်ပ,
2,qwen2.5:3b,burmese,33,Conscientiousness,+,ပြင်ဆင,
2,qwen2.5:3b,burmese,34,Neuroticism,+,ဖော်ပ,
2,qwen2.5:3b,burmese,35,Openness,+,ဖော်ပ,
2,qwen2.5:3b,burmese,36,Extraversion,-,အရင်၊ ဖ,
2,qwen2.5:3b,burmese,37,Agreeableness,+,ဖော်ပ,
2,qwen2.5:3b,burmese,38,Conscientiousness,-,လေ့ကျ,
2,qwen2.5:3b,burmese,39,Neuroticism,+,လေ့ကျ,
2,qwen2.5:3b,burmese,40,Openness,+,အဲဒီဖ,
2,qwen2.5:3b,burmese,41,Extraversion,+,ဖော်ပ,
2,qwen2.5:3b,burmese,42,Agreeableness,+,အနေနဲ,
2,qwen2.5:3b,burmese,43,Conscientiousness,+,အချက်အ,
2,qwen2.5:3b,burmese,44,Neuroticism,+,လေ့ကျ,
2,qwen2.5:3b,burmese,45,Openness,+,အချက်အ,
2,qwen2.5:3b,burmese,46,Extraversion,-,ဖော်ပ,
2,qwen2.5:3b,burmese,47,Agreeableness,+,ဖော်ပ,
2,qwen2.5:3b,burmese,48,Conscientiousness,+,လေ့လာ,
2,qwen2.5:3b,burmese,49,Neuroticism,+,လိုအပ,
2,qwen2.5:3b,burmese,50,Openness,+,အခါအချ,
3,qwen2.5:3b,burmese,1,Extraversion,+,ဖော်ပ,
3,qwen2.5:3b,burmese,2,Agreeableness,-,ဖော်ပ,
3,qwen2.5:3b,burmese,3,Conscientiousness,+,ဖော်ပ,
3,qwen2.5:3b,burmese,4,Neuroticism,+,"၁

ဖော",1
3,qwen2.5:3b,burmese,5,Openness,+,ပြင,
3,qwen2.5:3b,burmese,6,Extraversion,-,ဖော်ပ,
3,qwen2.5:3b,burmese,7,Agreeableness,+,အချက်အ,
3,qwen2.5:3b,burmese,8,Conscientiousness,-,လူဝမကိ,
3,qwen2.5:3b,burmese,9,Neuroticism,-,အလွန်ဖ,
3,qwen2.5:3b,burmese,10,Openness,-,ဖော်ပ,
3,qwen2.5:3b,burmese,11,Extraversion,+,အခါလေ,
3,qwen2.5:3b,burmese,12,Agreeableness,-,အခက်အခ,
3,qwen2.5:3b,burmese,13,Conscientiousness,+,အချက်အ,
3,qwen2.5:3b,burmese,14,Neuroticism,+,၅ = လု,5
3,qwen2.5:3b,burmese,15,Openness,+,လုပ်ဆ,
3,qwen2.5:3b,burmese,16,Extraversion,-,ဖော်ပ,
3,qwen2.5:3b,burmese,17,Agreeableness,+,အခြေခ,
3,qwen2.5:3b,burmese,18,Conscientiousness,-,ဖော်ပ,
3,qwen2.5:3b,burmese,19,Neuroticism,-,၅ = လု,5
3,qwen2.5:3b,burmese,20,Openness,-,ဖော်ပ,
3,qwen2.5:3b,burmese,21,Extraversion,+,လော့စ,
3,qwen2.5:3b,burmese,22,Agreeableness,-,ဖော်ပ,
3,qwen2.5:3b,burmese,23,Conscientiousness,+,ဖော်ပ,
3,qwen2.5:3b,burmese,24,Neuroticism,+,အခြေခ,
3,qwen2.5:3b,burmese,25,Openness,+,၁ = လု,1
3,qwen2.5:3b,burmese,26,Extraversion,-,အချိန,
3,qwen2.5:3b,burmese,27,Agreeableness,+,အချက်အ,
3,qwen2.5:3b,burmese,28,Conscientiousness,-,လိုအပ,
3,qwen2.5:3b,burmese,29,Neuroticism,+,အောက်,
3,qwen2.5:3b,burmese,30,Openness,-,လေ့လာ,
3,qwen2.5:3b,burmese,31,Extraversion,+,အချက်အ,
3,qwen2.5:3b,burmese,32,Agreeableness,-,ဖော်ပ,
3,qwen2.5:3b,burmese,33,Conscientiousness,+,အခုဖေ,
3,qwen2.5:3b,burmese,34,Neuroticism,+,လုပ်ခ,
3,qwen2.5:3b,burmese,35,Openness,+,လေ့လာ,
3,qwen2.5:3b,burmese,36,Extraversion,-,အခြေခ,
3,qwen2.5:3b,burmese,37,Agreeableness,+,အခြေခ,
3,qwen2.5:3b,burmese,38,Conscientiousness,-,ဖော်ပ,
3,qwen2.5:3b,burmese,39,Neuroticism,+,အခြား,
3,qwen2.5:3b,burmese,40,Openness,+,အောက်,
3,qwen2.5:3b,burmese,41,Extraversion,+,လုပ်ဆ,
3,qwen2.5:3b,burmese,42,Agreeableness,+,အခုဖေ,
3,qwen2.5:3b,burmese,43,Conscientiousness,+,လိုအပ,
3,qwen2.5:3b,burmese,44,Neuroticism,+,ဖော်ပ,
3,qwen2.5:3b,burmese,45,Openness,+,လေ့ကျ,
3,qwen2.5:3b,burmese,46,Extraversion,-,လေးဝမက,
3,qwen2.5:3b,burmese,47,Agreeableness,+,လော့ဂ,
3,qwen2.5:3b,burmese,48,Conscientiousness,+,လုပ်ဆ,
3,qwen2.5:3b,burmese,49,Neuroticism,+,ဖော်ပ,
3,qwen2.5:3b,burmese,50,Openness,+,အောက်,
4,qwen2.5:3b,burmese,1,Extraversion,+,လုံးဝ,
4,qwen2.5:3b,burmese,2,Agreeableness,-,အခြေခ,
4,qwen2.5:3b,burmese,3,Conscientiousness,+,အခါအခါ,
4,qwen2.5:3b,burmese,4,Neuroticism,+,၁ = အတန,1
4,qwen2.5:3b,burmese,5,Openness,+,ဖော်ပ,
4,qwen2.5:3b,burmese,6,Extraversion,-,ဖော်ပ,
4,qwen2.5:3b,burmese,7,Agreeableness,+,ဖော်ပ,
4,qwen2.5:3b,burmese,8,Conscientiousness,-,အခြေခ,
4,qwen2.5:3b,burmese,9,Neuroticism,-,လိုအပ,
4,qwen2.5:3b,burmese,10,Openness,-,လေ့လာ,
4,qwen2.5:3b,burmese,11,Extraversion,+,လေ့လာ,
4,qwen2.5:3b,burmese,12,Agreeableness,-,ဖော်ပ,
4,qwen2.5:3b,burmese,13,Conscientiousness,+,၅ = လု,5
4,qwen2.5:3b,burmese,14,Neuroticism,+,ဖော်ပ,
4,qwen2.5:3b,burmese,15,Openness,+,အခြား,
4,qwen2.5:3b,burmese,16,Extraversion,-,"၁

ဖော",1
4,qwen2.5:3b,burmese,17,Agreeableness,+,အောက်,
4,qwen2.5:3b,burmese,18,Conscientiousness,-,ငါက ပတ,
4,qwen2.5:3b,burmese,19,Neuroticism,-,ကျယ်တ,
4,qwen2.5:3b,burmese,20,Openness,-,ဖော်ပ,
4,qwen2.5:3b,burmese,21,Extraversion,+,အချက်အ,
4,qwen2.5:3b,burmese,22,Agreeableness,-,အခြား,
4,qwen2.5:3b,burmese,23,Conscientiousness,+,အခက်အခ,
4,qwen2.5:3b,burmese,24,Neuroticism,+,ကျယ်တ,
4,qwen2.5:3b,burmese,25,Openness,+,အောက်,
4,qwen2.5:3b,burmese,26,Extraversion,-,လူ့အရ,
4,qwen2.5:3b,burmese,27,Agreeableness,+,အချက်အ,
4,qwen2.5:3b,burmese,28,Conscientiousness,-,အကယ်၍ဖ,
4,qwen2.5:3b,burmese,29,Neuroticism,+,၁ = လု,1
4,qwen2.5:3b,burmese,30,Openness,-,လေ့ကျ,
4,qwen2.5:3b,burmese,31,Extraversion,+,ဖော်ပ,
4,qwen2.5:3b,burmese,32,Agreeableness,-,လိုအပ,
4,qwen2.5:3b,burmese,33,Conscientiousness,+,လေ့ကျ,
4,qwen2.5:3b,burmese,34,Neuroticism,+,အရလုံ,
4,qwen2.5:3b,burmese,35,Openness,+,ကိန်း,
4,qwen2.5:3b,burmese,36,Extraversion,-,အချက်အ,
4,qwen2.5:3b,burmese,37,Agreeableness,+,ဖော်ပ,
4,qwen2.5:3b,burmese,38,Conscientiousness,-,အခြေခ,
4,qwen2.5:3b,burmese,39,Neuroticism,+,ဖော်ပ,
4,qwen2.5:3b,burmese,40,Openness,+,အချက်အ,
4,qwen2.5:3b,burmese,41,Extraversion,+,လိုအပ,
4,qwen2.5:3b,burmese,42,Agreeableness,+,"၁ = ၅
ဖ",1
4,qwen2.5:3b,burmese,43,Conscientiousness,+,အခြေခ,
4,qwen2.5:3b,burmese,44,Neuroticism,+,အချက်အ,
4,qwen2.5:3b,burmese,45,Openness,+,လုပ်ဆ,
4,qwen2.5:3b,burmese,46,Extraversion,-,"၁ = ၅

ဖ",1
4,qwen2.5:3b,burmese,47,Agreeableness,+,လက်ရှungen,
4,qwen2.5:3b,burmese,48,Conscientiousness,+,ဖော်ပ,
4,qwen2.5:3b,burmese,49,Neuroticism,+,ဖော်ပ,
4,qwen2.5:3b,burmese,50,Openness,+,အခြား,
5,qwen2.5:3b,burmese,1,Extraversion,+,ဖော်ပ,
5,qwen2.5:3b,burmese,2,Agreeableness,-,အခြေခ,
5,qwen2.5:3b,burmese,3,Conscientiousness,+,လိုအပ,
5,qwen2.5:3b,burmese,4,Neuroticism,+,ဖော်ပ,
5,qwen2.5:3b,burmese,5,Openness,+,အောက်,
5,qwen2.5:3b,burmese,6,Extraversion,-,အောက်,
5,qwen2.5:3b,burmese,7,Agreeableness,+,လူတွေ,
5,qwen2.5:3b,burmese,8,Conscientiousness,-,ဖော်ပ,
5,qwen2.5:3b,burmese,9,Neuroticism,-,ဖော်ပ,
5,qwen2.5:3b,burmese,10,Openness,-,အခြေခ,
5,qwen2.5:3b,burmese,11,Extraversion,+,အောက်,
5,qwen2.5:3b,burmese,12,Agreeableness,-,"၁

ဖော",1
5,qwen2.5:3b,burmese,13,Conscientiousness,+,လိုအပ,
5,qwen2.5:3b,burmese,14,Neuroticism,+,ဖော်ပ,
5,qwen2.5:3b,burmese,15,Openness,+,၁ = လု,1
5,qwen2.5:3b,burmese,16,Extraversion,-,ဖော်ပ,
5,qwen2.5:3b,burmese,17,Agreeableness,+,ကျေးဇ,
5,qwen2.5:3b,burmese,18,Conscientiousness,-,လိုအပ,
5,qwen2.5:3b,burmese,19,Neuroticism,-,အနေနဲ,
5,qwen2.5:3b,burmese,20,Openness,-,အခါလေ,
5,qwen2.5:3b,burmese,21,Extraversion,+,ဖော်ပ,
5,qwen2.5:3b,burmese,22,Agreeableness,-,ဖော်ပ,
5,qwen2.5:3b,burmese,23,Conscientiousness,+,လေ့လာ,
5,qwen2.5:3b,burmese,24,Neuroticism,+,ဖော်ပ,
5,qwen2.5:3b,burmese,25,Openness,+,အဓိပ္ပ,
5,qwen2.5:3b,burmese,26,Extraversion,-,အခြေခ,
5,qwen2.5:3b,burmese,27,Agreeableness,+,၅ = လု,5
5,qwen2.5:3b,burmese,28,Conscientiousness,-,အခြား,
5,qwen2.5:3b,burmese,29,Neuroticism,+,လွယ်က,
5,qwen2.5:3b,burmese,30,Openness,-,လုပ်ဆ,
5,qwen2.5:3b,burmese,31,Extraversion,+,ဖော်ပ,
5,qwen2.5:3b,burmese,32,Agreeableness,-,အချက်အ,
5,qwen2.5:3b,burmese,33,Conscientiousness,+,အချက်အ,
5,qwen2.5:3b,burmese,34,Neuroticism,+,ဖော်ပ,
5,qwen2.5:3b,burmese,35,Openness,+,ကျပ်ရ,
5,qwen2.5:3b,burmese,36,Extraversion,-,ငါက ကိ,
5,qwen2.5:3b,burmese,37,Agreeableness,+,ဖော်ပ,
5,qwen2.5:3b,burmese,38,Conscientiousness,-,ကိန်း,
5,qwen2.5:3b,burmese,39,Neuroticism,+,လူေဘာ,
5,qwen2.5:3b,burmese,40,Openness,+,ဖော်ပ,
5,qwen2.5:3b,burmese,41,Extraversion,+,ဖော်ပ,
5,qwen2.5:3b,burmese,42,Agreeableness,+,အချက်အ,
5,qwen2.5:3b,burmese,43,Conscientiousness,+,ဖော်ပ,
5,qwen2.5:3b,burmese,44,Neuroticism,+,ဖော်ပ,
5,qwen2.5:3b,burmese,45,Openness,+,ကျေးဇ,
5,qwen2.5:3b,burmese,46,Extraversion,-,"၁ = ၅

ဖ",1
5,qwen2.5:3b,burmese,47,Agreeableness,+,အခြေခဏ,
5,qwen2.5:3b,burmese,48,Conscientiousness,+,ဖော်ပ,
5,qwen2.5:3b,burmese,49,Neuroticism,+,ဖော်ပ,
5,qwen2.5:3b,burmese,50,Openness,+,လေ့ကျ,
6,qwen2.5:3b,burmese,1,Extraversion,+,ဖော်ပ,
6,qwen2.5:3b,burmese,2,Agreeableness,-,ပြင်လ,
6,qwen2.5:3b,burmese,3,Conscientiousness,+,ဖော်ပ,
6,qwen2.5:3b,burmese,4,Neuroticism,+,အောက်,
6,qwen2.5:3b,burmese,5,Openness,+,လေ့လာ,
6,qwen2.5:3b,burmese,6,Extraversion,-,ဖော်ပ,
6,qwen2.5:3b,burmese,7,Agreeableness,+,အချက်အ,
6,qwen2.5:3b,burmese,8,Conscientiousness,-,အချက်အ,
6,qwen2.5:3b,burmese,9,Neuroticism,-,ဖော်ပ,
6,qwen2.5:3b,burmese,10,Openness,-,ဖော်ပ,
6,qwen2.5:3b,burmese,11,Extraversion,+,အချက်အ,
6,qwen2.5:3b,burmese,12,Agreeableness,-,လေ့လာ,
6,qwen2.5:3b,burmese,13,Conscientiousness,+,အခြေခ,
6,qwen2.5:3b,burmese,14,Neuroticism,+,ဖော်ပ,
6,qwen2.5:3b,burmese,15,Openness,+,အခါလေ,
6,qwen2.5:3b,burmese,16,Extraversion,-,ဖော်ပ,
6,qwen2.5:3b,burmese,17,Agreeableness,+,ပြောင,
6,qwen2.5:3b,burmese,18,Conscientiousness,-,ဖော်ပ,
6,qwen2.5:3b,burmese,19,Neuroticism,-,လိုအပ,
6,qwen2.5:3b,burmese,20,Openness,-,ဖော်ပ,
6,qwen2.5:3b,burmese,21,Extraversion,+,လုပ်ဆ,
6,qwen2.5:3b,burmese,22,Agreeableness,-,ဖော်ပ,
6,qwen2.5:3b,burmese,23,Conscientiousness,+,အချက်အ,
6,qwen2.5:3b,burmese,24,Neuroticism,+,ဖော်ပ,
6,qwen2.5:3b,burmese,25,Openness,+,အောက်,
6,qwen2.5:3b,burmese,26,Extraversion,-,အခုဖေ,
6,qwen2.5:3b,burmese,27,Agreeableness,+,လိုအပ,
6,qwen2.5:3b,burmese,28,Conscientiousness,-,"၁

ဖော",1
6,qwen2.5:3b,burmese,29,Neuroticism,+,အောက်,
6,qwen2.5:3b,burmese,30,Openness,-,လေ့လာ,
6,qwen2.5:3b,burmese,31,Extraversion,+,လေးဝမက,
6,qwen2.5:3b,burmese,32,Agreeableness,-,ဖော်ပ,
6,qwen2.5:3b,burmese,33,Conscientiousness,+,ဖော်ပ,
6,qwen2.5:3b,burmese,34,Neuroticism,+,လုံးဝ,
6,qwen2.5:3b,burmese,35,Openness,+,ပြင်လန,
6,qwen2.5:3b,burmese,36,Extraversion,-,၁ = လု,1
6,qwen2.5:3b,burmese,37,Agreeableness,+,ဖော်ပ,
6,qwen2.5:3b,burmese,38,Conscientiousness,-,လေ့ကျ,
6,qwen2.5:3b,burmese,39,Neuroticism,+,အချိန,
6,qwen2.5:3b,burmese,40,Openness,+,လေ့လာ,
6,qwen2.5:3b,burmese,41,Extraversion,+,ဖော်ပ,
6,qwen2.5:3b,burmese,42,Agreeableness,+,အောက်,
6,qwen2.5:3b,burmese,43,Conscientiousness,+,လောက်,
6,qwen2.5:3b,burmese,44,Neuroticism,+,လွယ်လ,
6,qwen2.5:3b,burmese,45,Openness,+,၁ = ၅,1
6,qwen2.5:3b,burmese,46,Extraversion,-,အခြေခ,
6,qwen2.5:3b,burmese,47,Agreeableness,+,အနေနဲ,
6,qwen2.5:3b,burmese,48,Conscientiousness,+,လေးဝမက,
6,qwen2.5:3b,burmese,49,Neuroticism,+,ဖော်ပ,
6,qwen2.5:3b,burmese,50,Openness,+,အခြား,
7,qwen2.5:3b,burmese,1,Extraversion,+,ဖော်ပ,
7,qwen2.5:3b,burmese,2,Agreeableness,-,လုပ်ဆ,
7,qwen2.5:3b,burmese,3,Conscientiousness,+,ပြင်လ,
7,qwen2.5:3b,burmese,4,Neuroticism,+,အခြေခ,
7,qwen2.5:3b,burmese,5,Openness,+,ဖော်ပ,
7,qwen2.5:3b,burmese,6,Extraversion,-,ဖော်ပ,
7,qwen2.5:3b,burmese,7,Agreeableness,+,ဖော်ပ,
7,qwen2.5:3b,burmese,8,Conscientiousness,-,ကျင့်,
7,qwen2.5:3b,burmese,9,Neuroticism,-,အချက်အ,
7,qwen2.5:3b,burmese,10,Openness,-,ဖော်ပ,
7,qwen2.5:3b,burmese,11,Extraversion,+,အချိန,
7,qwen2.5:3b,burmese,12,Agreeableness,-,ဖော်ပ,
7,qwen2.5:3b,burmese,13,Conscientiousness,+,၅ = လု,5
7,qwen2.5:3b,burmese,14,Neuroticism,+,ကျနေရင,
7,qwen2.5:3b,burmese,15,Openness,+,အခြား,
7,qwen2.5:3b,burmese,16,Extraversion,-,အခက်အခ,
7,qwen2.5:3b,burmese,17,Agreeableness,+,၁ = အတန,1
7,qwen2.5:3b,burmese,18,Conscientiousness,-,အောက်,
7,qwen2.5:3b,burmese,19,Neuroticism,-,၅ = လု,5
7,qwen2.5:3b,burmese,20,Openness,-,ဖော်ပ,
7,qwen2.5:3b,burmese,21,Extraversion,+,အခြေခ,
7,qwen2.5:3b,burmese,22,Agreeableness,-,အခက်အခ,
7,qwen2.5:3b,burmese,23,Conscientiousness,+,လိုအပ,
7,qwen2.5:3b,burmese,24,Neuroticism,+,အောက်,
7,qwen2.5:3b,burmese,25,Openness,+,အချက်အ,
7,qwen2.5:3b,burmese,26,Extraversion,-,၁ မှ,1
7,qwen2.5:3b,burmese,27,Agreeableness,+,အောက်,
7,qwen2.5:3b,burmese,28,Conscientiousness,-,အောက်,
7,qwen2.5:3b,burmese,29,Neuroticism,+,ဖော်ပ,
7,qwen2.5:3b,burmese,30,Openness,-,အောက်,
7,qwen2.5:3b,burmese,31,Extraversion,+,လေ့ကျ,
7,qwen2.5:3b,burmese,32,Agreeableness,-,အခြေခ,
7,qwen2.5:3b,burmese,33,Conscientiousness,+,လက်ရင်,
7,qwen2.5:3b,burmese,34,Neuroticism,+,အခုဖေ,
7,qwen2.5:3b,burmese,35,Openness,+,လေ့လာ,
7,qwen2.5:3b,burmese,36,Extraversion,-,အခုဖေ,
7,qwen2.5:3b,burmese,37,Agreeableness,+,ဖော်ပ,
7,qwen2.5:3b,burmese,38,Conscientiousness,-,အနေနဲ,
7,qwen2.5:3b,burmese,39,Neuroticism,+,အခြား,
7,qwen2.5:3b,burmese,40,Openness,+,လုပ်ဆ,
7,qwen2.5:3b,burmese,41,Extraversion,+,အချိန,
7,qwen2.5:3b,burmese,42,Agreeableness,+,ဖော်ပ,
7,qwen2.5:3b,burmese,43,Conscientiousness,+,အချက်အ,
7,qwen2.5:3b,burmese,44,Neuroticism,+,လေးဝမက,
7,qwen2.5:3b,burmese,45,Openness,+,အောက်,
7,qwen2.5:3b,burmese,46,Extraversion,-,ကျင့်,
7,qwen2.5:3b,burmese,47,Agreeableness,+,ဖော်ပ,
7,qwen2.5:3b,burmese,48,Conscientiousness,+,အောက်,
7,qwen2.5:3b,burmese,49,Neuroticism,+,ဖော်ပ,
7,qwen2.5:3b,burmese,50,Openness,+,အောက်,
8,qwen2.5:3b,burmese,1,Extraversion,+,ပြင်ပလ,
8,qwen2.5:3b,burmese,2,Agreeableness,-,အခြေခ,
8,qwen2.5:3b,burmese,3,Conscientiousness,+,ဖော်ပ,
8,qwen2.5:3b,burmese,4,Neuroticism,+,ပြင်လ,
8,qwen2.5:3b,burmese,5,Openness,+,လိုအပ,
8,qwen2.5:3b,burmese,6,Extraversion,-,၁ = လု,1
8,qwen2.5:3b,burmese,7,Agreeableness,+,ဖော်ပ,
8,qwen2.5:3b,burmese,8,Conscientiousness,-,ပြင်လ,
8,qwen2.5:3b,burmese,9,Neuroticism,-,ဖော်ပ,
8,qwen2.5:3b,burmese,10,Openness,-,လေ့လာ,
8,qwen2.5:3b,burmese,11,Extraversion,+,ဖော်ပ,
8,qwen2.5:3b,burmese,12,Agreeableness,-,၅ = လု,5
8,qwen2.5:3b,burmese,13,Conscientiousness,+,၁ = လု,1
8,qwen2.5:3b,burmese,14,Neuroticism,+,ဖော်ပ,
8,qwen2.5:3b,burmese,15,Openness,+,အချက်အ,
8,qwen2.5:3b,burmese,16,Extraversion,-,ဖော်ပ,
8,qwen2.5:3b,burmese,17,Agreeableness,+,လေးဝမက,
8,qwen2.5:3b,burmese,18,Conscientiousness,-,လုပ်ဆ,
8,qwen2.5:3b,burmese,19,Neuroticism,-,ငါက စိ,
8,qwen2.5:3b,burmese,20,Openness,-,ဖော်ပ,
8,qwen2.5:3b,burmese,21,Extraversion,+,လူသူအဖ,
8,qwen2.5:3b,burmese,22,Agreeableness,-,ဖော်ပ,
8,qwen2.5:3b,burmese,23,Conscientiousness,+,၁ = လု,1
8,qwen2.5:3b,burmese,24,Neuroticism,+,အချက်အ,
8,qwen2.5:3b,burmese,25,Openness,+,ဖော်ပ,
8,qwen2.5:3b,burmese,26,Extraversion,-,အောက်,
8,qwen2.5:3b,burmese,27,Agreeableness,+,အရလုံ,
8,qwen2.5:3b,burmese,28,Conscientiousness,-,အခြေခ,
8,qwen2.5:3b,burmese,29,Neuroticism,+,လေ့လာ,
8,qwen2.5:3b,burmese,30,Openness,-,အောက်,
8,qwen2.5:3b,burmese,31,Extraversion,+,ဖော်ပ,
8,qwen2.5:3b,burmese,32,Agreeableness,-,အောက်,
8,qwen2.5:3b,burmese,33,Conscientiousness,+,ကျင်း,
8,qwen2.5:3b,burmese,34,Neuroticism,+,၁ = လု,1
8,qwen2.5:3b,burmese,35,Openness,+,အခြေခ,
8,qwen2.5:3b,burmese,36,Extraversion,-,လူငျင,
8,qwen2.5:3b,burmese,37,Agreeableness,+,ဖော်ပ,
8,qwen2.5:3b,burmese,38,Conscientiousness,-,လေ့ကျ,
8,qwen2.5:3b,burmese,39,Neuroticism,+,ကိန်း,
8,qwen2.5:3b,burmese,40,Openness,+,လေ့လာ,
8,qwen2.5:3b,burmese,41,Extraversion,+,ဖော်ပ,
8,qwen2.5:3b,burmese,42,Agreeableness,+,ဖော်ပ,
8,qwen2.5:3b,burmese,43,Conscientiousness,+,လူဦးဝ,
8,qwen2.5:3b,burmese,44,Neuroticism,+,ဖော်ပ,
8,qwen2.5:3b,burmese,45,Openness,+,လူငယ်အ,
8,qwen2.5:3b,burmese,46,Extraversion,-,ဖော်ပ,
8,qwen2.5:3b,burmese,47,Agreeableness,+,လေးဝက,
8,qwen2.5:3b,burmese,48,Conscientiousness,+,ဖော်ပ,
8,qwen2.5:3b,burmese,49,Neuroticism,+,ဖော်ပ,
8,qwen2.5:3b,burmese,50,Openness,+,အချိန,
9,qwen2.5:3b,burmese,1,Extraversion,+,လုပ်ဆ,
9,qwen2.5:3b,burmese,2,Agreeableness,-,ဖော်ပ,
9,qwen2.5:3b,burmese,3,Conscientiousness,+,ဖော်ပ,
9,qwen2.5:3b,burmese,4,Neuroticism,+,၅ = လု,5
9,qwen2.5:3b,burmese,5,Openness,+,လိုအပ,
9,qwen2.5:3b,burmese,6,Extraversion,-,ဖန်တီ,
9,qwen2.5:3b,burmese,7,Agreeableness,+,လေ့လာ,
9,qwen2.5:3b,burmese,8,Conscientiousness,-,အောက်,
9,qwen2.5:3b,burmese,9,Neuroticism,-,လိုအပ,
9,qwen2.5:3b,burmese,10,Openness,-,ဖော်ပ,
9,qwen2.5:3b,burmese,11,Extraversion,+,လိုအပ,
9,qwen2.5:3b,burmese,12,Agreeableness,-,ဖော်ပ,
9,qwen2.5:3b,burmese,13,Conscientiousness,+,အောက်,
9,qwen2.5:3b,burmese,14,Neuroticism,+,ဖော်ပ,
9,qwen2.5:3b,burmese,15,Openness,+,အခြေခ,
9,qwen2.5:3b,burmese,16,Extraversion,-,အခါဖေ,
9,qwen2.5:3b,burmese,17,Agreeableness,+,အောက်,
9,qwen2.5:3b,burmese,18,Conscientiousness,-,အခြေခ,
9,qwen2.5:3b,burmese,19,Neuroticism,-,လေးဝမက,
9,qwen2.5:3b,burmese,20,Openness,-,ဖော်ပ,
9,qwen2.5:3b,burmese,21,Extraversion,+,အောက်,
9,qwen2.5:3b,burmese,22,Agreeableness,-,ဖော်ပ,
9,qwen2.5:3b,burmese,23,Conscientiousness,+,လူရဲ့,
9,qwen2.5:3b,burmese,24,Neuroticism,+,အခုဖေ,
9,qwen2.5:3b,burmese,25,Openness,+,ဖော်ပ,
9,qwen2.5:3b,burmese,26,Extraversion,-,လေ့လာ,
9,qwen2.5:3b,burmese,27,Agreeableness,+,အခုဖေ,
9,qwen2.5:3b,burmese,28,Conscientiousness,-,အချက်အ,
9,qwen2.5:3b,burmese,29,Neuroticism,+,လေ့လာ,
9,qwen2.5:3b,burmese,30,Openness,-,"၁ = ၅
ဖ",1
9,qwen2.5:3b,burmese,31,Extraversion,+,ဖော်ပ,
9,qwen2.5:3b,burmese,32,Agreeableness,-,ဖော်ပ,
9,qwen2.5:3b,burmese,33,Conscientiousness,+,၁ = လု,1
9,qwen2.5:3b,burmese,34,Neuroticism,+,လိုအပ,
9,qwen2.5:3b,burmese,35,Openness,+,၁ = လု,1
9,qwen2.5:3b,burmese,36,Extraversion,-,ဖော်ပ,
9,qwen2.5:3b,burmese,37,Agreeableness,+,ဖော်ပ,
9,qwen2.5:3b,burmese,38,Conscientiousness,-,လေ့လာ,
9,qwen2.5:3b,burmese,39,Neuroticism,+,ဖော်ပ,
9,qwen2.5:3b,burmese,40,Openness,+,"၁

ဖော",1
9,qwen2.5:3b,burmese,41,Extraversion,+,လေ့လာ,
9,qwen2.5:3b,burmese,42,Agreeableness,+,လေးဝမက,
9,qwen2.5:3b,burmese,43,Conscientiousness,+,လေ့လာ,
9,qwen2.5:3b,burmese,44,Neuroticism,+,ဖော်ပ,
9,qwen2.5:3b,burmese,45,Openness,+,လူ့လိ,
9,qwen2.5:3b,burmese,46,Extraversion,-,ဖော်ပ,
9,qwen2.5:3b,burmese,47,Agreeableness,+,အခါမူ,
9,qwen2.5:3b,burmese,48,Conscientiousness,+,လုပ်ဆ,
9,qwen2.5:3b,burmese,49,Neuroticism,+,ဖော်ပ,
9,qwen2.5:3b,burmese,50,Openness,+,ပြင်လ,
10,qwen2.5:3b,burmese,1,Extraversion,+,ဖော်ပ,
10,qwen2.5:3b,burmese,2,Agreeableness,-,အခြား,
10,qwen2.5:3b,burmese,3,Conscientiousness,+,အောက်,
10,qwen2.5:3b,burmese,4,Neuroticism,+,ဖော်ပ,
10,qwen2.5:3b,burmese,5,Openness,+,ဖော်ပ,
10,qwen2.5:3b,burmese,6,Extraversion,-,အောက်,
10,qwen2.5:3b,burmese,7,Agreeableness,+,အခုဖေ,
10,qwen2.5:3b,burmese,8,Conscientiousness,-,လုပ်ဆ,
10,qwen2.5:3b,burmese,9,Neuroticism,-,လုံးဝ,
10,qwen2.5:3b,burmese,10,Openness,-,လေးဝမက,
10,qwen2.5:3b,burmese,11,Extraversion,+,အောက်,
10,qwen2.5:3b,burmese,12,Agreeableness,-,အောက်,
10,qwen2.5:3b,burmese,13,Conscientiousness,+,၁ = အတန,1
10,qwen2.5:3b,burmese,14,Neuroticism,+,ဖော်ပ,
10,qwen2.5:3b,burmese,15,Openness,+,အချက်အ,
10,qwen2.5:3b,burmese,16,Extraversion,-,"၁

ဖော",1
10,qwen2.5:3b,burmese,17,Agreeableness,+,"၁ = ၅
ဖ",1
10,qwen2.5:3b,burmese,18,Conscientiousness,-,အောက်,
10,qwen2.5:3b,burmese,19,Neuroticism,-,လုံးဝ,
10,qwen2.5:3b,burmese,20,Openness,-,အခြား,
