model_name,language,session_id,trait,trait_mean
qwen2.5:3b,english,16,Conscientiousness,4.2
qwen2.5:3b,english,16,Extraversion,4
qwen2.5:3b,english,16,Neuroticism,2.7
qwen2.5:3b,english,16,Openness,3.8
qwen2.5:3b,english,17,Agreeableness,4.4
qwen2.5:3b,english,17,Conscientiousness,4.1
qwen2.5:3b,english,17,Extraversion,4.1
qwen2.5:3b,english,17,Neuroticism,2.6
qwen2.5:3b,english,17,Openness,3.8
qwen2.5:3b,english,18,Agreeableness,4.6
qwen2.5:3b,english,18,Conscientiousness,4
qwen2.5:3b,english,18,Extraversion,4
qwen2.5:3b,english,18,Neuroticism,2.6
qwen2.5:3b,english,18,Openness,3.8
qwen2.5:3b,english,19,Agreeableness,4.6
qwen2.5:3b,english,19,Conscientiousness,3.8
qwen2.5:3b,english,19,Extraversion,4.3
qwen2.5:3b,english,19,Neuroticism,2.6
qwen2.5:3b,english,19,Openness,3.8
qwen2.5:3b,english,20,Agreeableness,4.4
qwen2.5:3b,english,20,Conscientiousness,4.1
qwen2.5:3b,english,20,Extraversion,4
qwen2.5:3b,english,20,Neuroticism,2.6
qwen2.5:3b,english,20,Openness,3.8
